Key,Description,Standard,CHT,EN,JP,CHS
SAY.Flowchart.213.???,,"沒錯,沒錯!","沒錯,沒錯!","That’s right, that’s right!",そうだ、そうだ！,"没错,没错!"
SAY.Flowchart.214.Stella,,咕啾...咕啾...咕嚕嚕...,咕啾...咕啾...咕嚕嚕...,Gucho... Gurgling... Sweet and sour...,グチョ... グチョ... グチョ...,咕啾...咕啾...咕噜噜...
SAY.Flowchart.215.???,,"我要射了,請接住!來自神的旨意吧!","我要射了,請接住!來自神的旨意吧!","I'm about to cum, please catch it! It's God's will!",イキそうだ。神の意志を受け取ってください！,"我要射了,请接住!来自神的旨意吧!"
SAY.Flowchart.216.Stella,,呼耶...?,呼耶...?,Hoo yay...?,フーヤー？,呼耶...?
SAY.Flowchart.217.,,"透過口腔,史黛拉感受到了來自號角的顫動,接著是無盡的白色液體從號角的吹口中噴湧而出,史黛拉小小的嘴巴根本無法含住,從嘴角流淌下來。","透過口腔,史黛拉感受到了來自號角的顫動,接著是無盡的白色液體從號角的吹口中噴湧而出,史黛拉小小的嘴巴根本無法含住,從嘴角流淌下來。","Through her mouth, Stella felt the vibration from the horn, and then endless white liquid spurted out from the mouthpiece of the horn. Stella's small mouth could not hold it at all, and it flowed from the corner of her mouth.",ステラは口にホルンの振動を感じ、やがてホルンの吹き口から白い液体がとめどなく噴き出し、ステラの小さな口では堪えきれず、口の端から流れ出た。,"透过口腔,史黛拉感受到了来自号角的颤动,接着是无尽的白色液体从号角的吹口中喷涌而出,史黛拉小小的嘴巴根本无法含住,从嘴角流淌下来。"
SAY.Flowchart.218.Stella,,呼嚕...咕嗚...?,呼嚕...咕嗚...?,purr... Gulp...?,ぐぅ…ふぅ…,呼噜...咕呜...?
SAY.Flowchart.219.???,,第一次嘗試天國的號角就獲得了盛宴!妳可是這方面的天才!,第一次嘗試天國的號角就獲得了盛宴!妳可是這方面的天才!,The first time you tried the trumpets of heaven you got a feast! You are a genius at this!,天の角」初挑戦でごちそうゲット！ 君は天才だ！,第一次尝试天国的号角就获得了盛宴!妳可是这方面的天才!
SAY.Flowchart.220.,,"史黛拉意識到自己獲得了神的贈禮,急忙的把還遺留在嘴裡的液體吞下。","史黛拉意識到自己獲得了神的贈禮,急忙的把還遺留在嘴裡的液體吞下。","Stella realized that she had received a gift from God, and hurriedly swallowed the liquid still in her mouth.",ステラは自分が神から贈り物を受け取ったことに気づき、口の中にまだ残っていた液体を急いで飲み込みました。,"史黛拉意识到自己获得了神的赠礼,急忙的把还遗留在嘴里的液体吞下。"
SAY.Flowchart.221.,,"???離開了房間,留下房內仍在細細品味號角味道的史黛拉.....","???離開了房間,留下房內仍在細細品味號角味道的史黛拉.....","The magician left the room, leaving Stella who was still savoring the smell of the horn...",角笛の匂いを嗅ぎ続けるステラを残して、魔術師は部屋を出て行った…。,"???离开了房间,留下房内仍在细细品味号角味道的史黛拉....."
SAY.Flowchart.21.,,"男子一把將衣物褪下,緊接著抓住伊莉絲的大腿,用身體的力量將伊莉絲按在牆上。","男子一把將衣物褪下,緊接著抓住伊莉絲的大腿,用身體的力量將伊莉絲按在牆上。","The man removed his clothes, then grabbed Elyse's thighs and pressed Elyse against the wall with his body.",男は服を脱ぐとエリーゼの太ももを掴み、体当たりでエリーゼを壁に押し付けた。,"男子一把将衣物褪下,紧接着抓住伊莉丝的大腿,用身体的力量将伊莉丝按在墙上。"
SAY.Flowchart.22.,,隨後掏出炙熱的肉棒抵住伊莉絲晃動的屁股肉上。,隨後掏出炙熱的肉棒抵住伊莉絲晃動的屁股肉上。,Then he took out his hot cock and pressed it against Elise's swaying butt flesh.,そして熱い棒を引き抜き、エリスの揺れる尻の肉に押し当てた。,随后掏出炙热的肉棒抵住伊莉丝晃动的屁股肉上。
SAY.Flowchart.23.Elise,,"今天的你,跟上次好不一樣呢。","今天的你,跟上次好不一樣呢。",You are very different today from last time.,今日のあなたは前回とは大きく異なります。,"今天的你,跟上次好不一样呢。"
SAY.Flowchart.147.Elise,,那就讓我來滿足你吧!,那就讓我來滿足你吧!,Then let me satisfy you!,じゃあ満足させてあげるよ！,那就让我来满足你吧!
SAY.Flowchart.148.,,"白皙的皮膚大片的映入眼簾,飽滿的曲線隨著擠壓抖動著,一張一合的性器引誘著肉棒將其填滿。","白皙的皮膚大片的映入眼簾,飽滿的曲線隨著擠壓抖動著,一張一合的性器引誘著肉棒將其填滿。","A large expanse of fair skin came into view, the plump curves trembled with the squeeze, and the opening and closing of the genitals lured the cock to fill it up.",青白い皮膚は目の大部分を占め、ふくよかな曲線は圧力に震え、性器の開閉は肉棒を充満させようと誘惑した。,"白皙的皮肤大片的映入眼帘,饱满的曲线随着挤压抖动着,一张一合的性器引诱着肉棒将其填满。"
SAY.Flowchart.149.Elise,,啊嗯!,啊嗯!,Uh-huh!,ああああ！,啊嗯!
SAY.Flowchart.150.,,"蜜穴在毫無前戲的情況下,卻能利用魔力進行潤滑,而這潤滑的效果更甚淫水,於是???開始肆無忌憚的瘋狂抽插。","蜜穴在毫無前戲的情況下,卻能利用魔力進行潤滑,而這潤滑的效果更甚淫水,於是???開始肆無忌憚的瘋狂抽插。","The honey hole can be lubricated by magic power without any foreplay, and the effect of this lubrication is even more lustful, so the magician begins to thrust wildly and unscrupulously.",前戯なしでも蜜穴は魔力で潤滑され、その潤滑効果でさらに欲情するため、魔術師は荒々しく不謹慎に突き始める。,"蜜穴在毫无前戏的情况下,却能利用魔力进行润滑,而这润滑的效果更甚淫水,于是???开始肆无忌惮的疯狂抽插。"
SAY.Flowchart.151.Elise,,嗯...!嗯!哈啊...!,嗯...!嗯!哈啊...!,Mmmm...! (GROANS) - Mmm! Haha...!,うーん..！ (うーん！ ハハ..！,嗯...!嗯!哈啊...!
SAY.Flowchart.152.Elise,,好大!被插到最裡面了!,好大!被插到最裡面了!,It’s so big! It’s inserted all the way inside!,巨大だ！ 最深部まで挿入されました！,好大!被插到最里面了!
SAY.Flowchart.153.???,,"這可是...忍耐好久的結果,請你收下!","這可是...忍耐好久的結果,請你收下!","This is the result of... enduring for a long time, please accept it!",これは…長い間耐えた結果です、受け入れてください！,"这可是...忍耐好久的结果,请你收下!"
SAY.Flowchart.154.Elise,,哈啊...肉棒...在裡面進進出出....,哈啊...肉棒...在裡面進進出出....,Haah...the cock...going in and out...,ははは... 肉棒... 出たり入ったり．,哈啊...肉棒...在里面进进出出....
SAY.Flowchart.155.,,"進入狀況的小穴纏住肉棒,每一次叫聲的腹部用力,都產生了極高的負壓,用力的吸取我的肉棒。","進入狀況的小穴纏住肉棒,每一次叫聲的腹部用力,都產生了極高的負壓,用力的吸取我的肉棒。","The pussy that had entered the state wrapped around my cock, and every time I screamed and exerted force on my abdomen, a very high negative pressure was generated, sucking my cock hard.",シチュエーションに入ってきたアソコが竿を包み込み、私が悲鳴を上げて腹部を押すたびに、非常に高い負圧が発生して竿に激しく吸い付いた。,"进入状况的小穴缠住肉棒,每一次叫声的腹部用力,都产生了极高的负压,用力的吸取我的肉棒。"
SAY.Flowchart.156.???,,咕哦...好厲害!,咕哦...好厲害!,Goooh...so awesome!,グー...。 すごかったね！,咕哦...好厉害!
SAY.Flowchart.157.???,,"好像一張嘴巴,不停的往內吸入。","好像一張嘴巴,不停的往內吸入。",It's like a mouth that keeps sucking in.,まるで吸い込まれ続ける口のようだ。,"好像一张嘴巴,不停的往内吸入。"
SAY.Flowchart.158.Elise,,哈...哈啊...!再用力一點..!,哈...哈啊...!再用力一點..!,Ha...haah...! Harder...!,ハァ... ハァ..！ もっと強く..！,哈...哈啊...!再用力一点..!
SAY.Flowchart.159.,,"伊莉絲萎靡的聲音隨著喘息傳來,伴著抽插的頻率扭動著腰肢,讓肉棒插進更深的地方。","伊莉絲萎靡的聲音隨著喘息傳來,伴著抽插的頻率扭動著腰肢,讓肉棒插進更深的地方。","Elise's languorous voice came as she gasped, and she twisted her waist with the frequency of thrusting, letting her cock penetrate deeper.",エリゼの萎えた声が喘ぎ声とともに聞こえ、突きの頻度に合わせて腰をひねり、棒がより深く突き刺さるのを許した。,"伊莉丝萎靡的声音随着喘息传来,伴着抽插的频率扭动着腰肢,让肉棒插进更深的地方。"
SAY.Flowchart.160.Elise,,哈啊...好舒服....被..被填滿了!,哈啊...好舒服....被..被填滿了!,Haah...so comfortable...filled up!,はぁ…気持ちい... 満たされた..！,哈啊...好舒服....被..被填满了!
SAY.Flowchart.161.???,,那我要加速了。,那我要加速了。,Then I'm going to speed up.,じゃあ、スピードを上げるよ。,那我要加速了。
SAY.Flowchart.162.Elise,,咿呀!啊...哈啊...!哈啊...!,咿呀!啊...哈啊...!哈啊...!,Eee! Ah... Haah...! Haah...!,ええっ…はぁ…！,咿呀!啊...哈啊...!哈啊...!
SAY.Flowchart.163.Elise,,太快了!太快了!這樣子我要....咕嗚嗚....,太快了!太快了!這樣子我要....咕嗚嗚....,"It’s too fast! It’s too fast! Like this, I want to... Guwuwu...",速すぎる！ 速すぎる！ これが欲しい．．． グー・グー・グー・・・。,太快了!太快了!这样子我要....咕呜呜....
SAY.Flowchart.164.,,"肉棒不斷的突進小穴深處,每一下深深撞擊著靈魂的聲音,都變得越來越大聲。","肉棒不斷的突進小穴深處,每一下深深撞擊著靈魂的聲音,都變得越來越大聲。","The cock kept thrusting into the depths of the pussy, and the sound of each deep impact on the soul became louder and louder.",竿がアソコの奥へ奥へと突き進むにつれ、魂に深い衝撃が加わるたびに、その音はどんどん大きくなっていった。,"肉棒不断的突进小穴深处,每一下深深撞击着灵魂的声音,都变得越来越大声。"
SAY.Flowchart.165.Elise,,嗯!要...嗯...!要壞...要壞掉了...!,嗯!要...嗯...!要壞...要壞掉了...!,Hmm! It's going to... um...! It's going to be broken... it's going to be broken...!,うーん、壊れちゃう…壊れちゃう…！,嗯!要...嗯...!要坏...要坏掉了...!
SAY.Flowchart.166.,,"充著血的肉棒脹大到難以相信的大小,如同打樁機的運動不停加速衝撞著小穴,伊莉絲的表情從愉悅變得詫異,最後難以自理,只能順從自己的慾望,扭動著腰肢,尋求更激烈的快感。","充著血的肉棒脹大到難以相信的大小,如同打樁機的運動不停加速衝撞著小穴,伊莉絲的表情從愉悅變得詫異,最後難以自理,只能順從自己的慾望,扭動著腰肢,尋求更激烈的快感。","The cock filled with blood swelled to an unbelievable size. It was like a pile driver that kept accelerating and hit the pussy. Elise's expression changed from pleasure to surprise. Finally, she couldn't take care of herself. She could only obey her own desires and twist. Waist seeking more intense pleasure.",血が満たされたチンポは信じられないほど大きくなり、加速し続けるパイルドライバーにエリーゼの表情は快感から驚きへと変わった。欲望と腰をくねらせ、より激しい快感を求めて。,"充着血的肉棒胀大到难以相信的大小,如同打桩机的运动不停加速冲撞着小穴,伊莉丝的表情从愉悦变得诧异,最后难以自理,只能顺从自己的欲望,扭动着腰肢,寻求更激烈的快感。"
SAY.Flowchart.167.Elise,,嗯啊!啊...!再這樣下去的話...啊...嗯啊...!,嗯啊!啊...!再這樣下去的話...啊...嗯啊...!,Uh-huh! Ah...! If this continues...ah...uh-huh...!,ああ…! このまま続くだろう。...ああ... ああ..！,嗯啊!啊...!再这样下去的话...啊...嗯啊...!
SAY.Flowchart.168.???,,我快要射了...,我快要射了...,I'm about to cum...,イキそうなんだ...。,我快要射了...
SAY.Flowchart.169.Elise,,嗯...哈啊...!可以喲....,嗯...哈啊...!可以喲....,Hmmm... Haha...!!! It's allowed... ....,うーん...はは...!,嗯...哈啊...!可以哟....
SAY.Flowchart.170.Elise,,啊...!射在裡面...哼啊...射在我的子宮裡面...!,啊...!射在裡面...哼啊...射在我的子宮裡面...!,Ah...! Cum inside... Hum... Cum inside my womb...!,ああ..！ 中にザーメン... ああ... 子宮の中に..！,啊...!射在里面...哼啊...射在我的子宫里面...!
SAY.Flowchart.171.Elise,,呀哈...!填滿我...哈啊...!讓我的子宮...充滿你的精液..!,呀哈...!填滿我...哈啊...!讓我的子宮...充滿你的精液..!,Ahhh...! Fill me up... Haaah...! Let my womb... fill with your cum..!,ああああ...! 子宮を...あなたの精液で満たしてください...!,呀哈...!填满我...哈啊...!让我的子宫...充满你的精液..!
SAY.Flowchart.172.???,,要射了!,要射了!,Gonna cum!,イクつもりだ！,要射了!
SAY.Flowchart.173.Elise,,嗯....嗯哈...!咿咿咿咿咿咿呀呀呀呀呀呀呀呀!!!!!!!!,嗯....嗯哈...!咿咿咿咿咿咿呀呀呀呀呀呀呀呀!!!!!!!!,Eeee... Eeee !!!,うーん…うーん…！,嗯....嗯哈...!咿咿咿咿咿咿呀呀呀呀呀呀呀呀!!!!!!!!
SAY.Flowchart.174.,,"隨著伊莉絲的高潮,大量的白色液體灌滿了伊莉絲的小穴,進入子宮之中。","隨著伊莉絲的高潮,大量的白色液體灌滿了伊莉絲的小穴,進入子宮之中。","As Elise climaxed, a large amount of white liquid filled Elise's vagina and entered the womb.",エリゼが絶頂を迎えると、大量の白い液体がエリゼのアソコを満たし、子宮に入った。,"随着伊莉丝的高潮,大量的白色液体灌满了伊莉丝的小穴,进入子宫之中。"
SAY.Flowchart.175.,,"伊莉絲的身體不受控制的抽動,像是觸電一般,癱倒在牆上。","伊莉絲的身體不受控制的抽動,像是觸電一般,癱倒在牆上。","Elise's body twitched uncontrollably, as if she was electrocuted, and she collapsed against the wall.",まるで感電したかのように、エリゼの体は制御不能なほどピクピクと動き、壁に倒れこんだ。,"伊莉丝的身体不受控制的抽动,像是触电一般,瘫倒在墙上。"
SAY.Flowchart.176.Elise,,呼...呼啊...呼啊....,呼...呼啊...呼啊....,Hoo... Hooah... Hooah ....,はぁ…はぁ…はぁ…,呼...呼啊...呼啊....
SAY.Flowchart.177.,,"伊莉絲沉浸在小穴蔓延到小腹的酥麻快感,以及無法平復的心跳。","伊莉絲沉浸在小穴蔓延到小腹的酥麻快感,以及無法平復的心跳。","Elise was immersed in the tingling pleasure that spread from her vagina to her lower abdomen, and her heartbeat that couldn't calm down.",エリーズは、アソコから腹にかけて広がるうずくような快感に酔いしれた。、落ち着かない鼓動に浸っていた。,"伊莉丝沉浸在小穴蔓延到小腹的酥麻快感,以及无法平复的心跳。"
SAY.Flowchart.26.???,,"看來妳能善用天上賜予的贈禮,不愧是您,修女大人。","看來妳能善用天上賜予的贈禮,不愧是您,修女大人。","It seems that you are able to make good use of the gifts given by heaven, and you are worthy of it, Sister Sister.",あなたは天から与えられた賜物をうまく活用できるようです、そしてあなたはそれにふさわしいです、シスターシスター。,"看来妳能善用天上赐予的赠礼,不愧是您,修女大人。"
SAY.Flowchart.27.Stella,,"您說笑了,要不是您在我的路上點了一座明燈。我怕是還在深不見底的泥沼裡混沌呢。","您說笑了,要不是您在我的路上點了一座明燈。我怕是還在深不見底的泥沼裡混沌呢。",You're joking. If you hadn't lit a lamp on my path. I'd still be in the bottomless mire.,冗談でしょ、あなたが私の道に灯をともしてくれなかったら。 私はまだ底なしの泥沼にいただろう。,"您说笑了,要不是您在我的路上点了一座明灯。我怕是还在深不见底的泥沼里混沌呢。"
SAY.Flowchart.28.???,,"但是世界這麼大,您的心願豈是一個教會的修女。您是否忘記?天父的大愛,應該讓世人所共擁。","但是世界這麼大,您的心願豈是一個教會的修女。您是否忘記?天父的大愛,應該讓世人所共擁。","But the world is so big, and your wish is not to be a nun in the Church. Have you forgotten? The Father's love should be shared by all.",しかし、世界はとても広いので、あなたの願いは教会の修道女になることです。天の御父の偉大な愛は世界中のすべての人に受け入れられるべきであることを忘れていませんか。,"但是世界这么大,您的心愿岂是一个教会的修女。您是否忘记?天父的大爱,应该让世人所共拥。"
SAY.Flowchart.222.Stella,,"我當然沒有忘記,反倒我期待著那一天的到來,那讓我脫俗的號角,何時會再度降臨。","我當然沒有忘記,反倒我期待著那一天的到來,那讓我脫俗的號角,何時會再度降臨。","Of course I have not forgotten, but I am looking forward to the day when the trumpet that will make me free from the world will come again.",もちろん忘れてはいないが、私を世界を超えさせるホルンが再びやってくる日を楽しみにしています。,"我当然没有忘记,反倒我期待着那一天的到来,那让我脱俗的号角,何时会再度降临。"
SAY.Flowchart.223.???,,"今天我帶著的,是通往天國的鑰匙,而鑰匙的門扉,就在您的身上,史黛拉小姐。","今天我帶著的,是通往天國的鑰匙,而鑰匙的門扉,就在您的身上,史黛拉小姐。","I carry with me today the key to the kingdom of heaven, and the doorway to that key is in you, Miss Stella.",私は今日、天の王国への鍵を携えている。その鍵の入り口は、ステラさん、あなたの中にある。,"今天我带着的,是通往天国的钥匙,而钥匙的门扉,就在您的身上,史黛拉小姐。"
SAY.Flowchart.224.Stella,,在我的身上?,在我的身上?,On my body?,私の体に？,在我的身上?
SAY.Flowchart.225.???,,"緩緩的靠近史黛拉,輕柔的將史黛拉推倒在床上,剝開纏繞在史黛拉身上的絲絹。","緩緩的靠近史黛拉,輕柔的將史黛拉推倒在床上,剝開纏繞在史黛拉身上的絲絹。","Slowly approaching Stella, he gently pushed Stella down onto the bed and peeled off the silk silk that was wrapped around Stella's body.",ゆっくりとステラに近づき、優しくステラをベッドに押し倒し、ステラの体に巻かれていたシルクを剥がした。,"缓缓的靠近史黛拉,轻柔的将史黛拉推倒在床上,剥开缠绕在史黛拉身上的丝绢。"
SAY.Flowchart.226.,,"粉嫩的乳頭點綴著兩隻大白兔,一絲不掛的身體透出了豐腴的線條,保養的非常良好的私處從床頭這邊一覽無遺。","粉嫩的乳頭點綴著兩隻大白兔,一絲不掛的身體透出了豐腴的線條,保養的非常良好的私處從床頭這邊一覽無遺。","The pink nipples are dotted with two big white rabbits, the naked body reveals plump lines, and the very well-maintained private parts can be seen from the bedside.",ピンクの乳首には2つの大きな白いウサギが飾られ、裸体は官能的なラインを露わにし、非常によく手入れされた陰部がベッドのこちら側から見える。,"粉嫩的乳头点缀着两只大白兔,一丝不挂的身体透出了丰腴的线条,保养的非常良好的私处从床头这边一览无遗。"
SAY.Flowchart.227.,,"魔法師露出歡喜的表情,解開了褲袋,掏出了飢渴難耐的下身。","魔法師露出歡喜的表情,解開了褲袋,掏出了飢渴難耐的下身。","With a joyful look on his face, the wizard unzipped his trouser pockets and pulled out his hungry bottom.",マジシャンは嬉しそうな表情を浮かべ、ズボンのポケットを開け、渇いた下半身を取り出した。,"魔法师露出欢喜的表情,解开了裤袋,掏出了饥渴难耐的下身。"
SAY.Flowchart.228.Stella,,這是?,這是?,This?,これか？,这是?
SAY.Flowchart.229.???,,"這是天國的鑰匙,同時,您的身體也進化出了聖器,天國的門扉。只要我們一結合,神無邊的法力便會降臨,造福世上所有的人!","這是天國的鑰匙,同時,您的身體也進化出了聖器,天國的門扉。只要我們一結合,神無邊的法力便會降臨,造福世上所有的人!","This is the key to the Kingdom of Heaven, and at the same time, your body has evolved the Sacred Vessel, the doorway to the Kingdom of Heaven. As soon as we are united, God's infinite power will descend for the benefit of all the people of the world!",これは天の国への鍵であり、同時に、あなたの身体は天の国への扉である聖なる器を進化させた。 私たちがひとつになれば、神の無限の力が世界中の人々のために降り注ぐでしょう！,"这是天国的钥匙,同时,您的身体也进化出了圣器,天国的门扉。只要我们一结合,神无边的法力便会降临,造福世上所有的人!"
SAY.Flowchart.230.,,"魔法師說完,將史黛拉摁倒,雙手壓在她纖細的手臂上,肉棒對準小穴,開始了摩擦。","魔法師說完,將史黛拉摁倒,雙手壓在她纖細的手臂上,肉棒對準小穴,開始了摩擦。","After the magician finished speaking, he pushed Stella down, pressed his hands on her slender arms, aimed his cock at her vagina, and started rubbing.",魔法使いはそう言うと、ステラを押さえつけ、彼女の細い腕を両手で押さえつけ、自分の棒を彼女のアソコにこすりつけ始めた。,"魔法师说完,将史黛拉摁倒,双手压在她纤细的手臂上,肉棒对准小穴,开始了摩擦。"
SAY.Flowchart.231.Stella,,嗯...!癢癢的...好奇怪的感覺!,嗯...!癢癢的...好奇怪的感覺!,Hmmm...! It tickles... What a strange feeling!,うーん...！ くすぐったい...。 なんとも不思議な感覚だ！,嗯...!痒痒的...好奇怪的感觉!
SAY.Flowchart.232.???,,"第一次成為聖器的感覺總是新鮮,過一下你就會熟悉了。","第一次成為聖器的感覺總是新鮮,過一下你就會熟悉了。","The feeling of becoming a holy weapon for the first time is always fresh, but you will become familiar with it after a while.",初めて聖武器になったときの感覚はいつも新鮮ですが、時間が経つと慣れてきます。,"第一次成为圣器的感觉总是新鲜,过一下你就会熟悉了。"
SAY.Flowchart.233.,,"魔法師並沒有停下磨蹭的動作,反倒是小穴這邊已經開始泛出一些汁水。","魔法師並沒有停下磨蹭的動作,反倒是小穴這邊已經開始泛出一些汁水。","The magician didn't stop rubbing, but instead some juices started to come out of her pussy.",マジシャンはこするのをやめませんでしたが、オマンコからジュースが流れ始めました。,"魔法师并没有停下磨蹭的动作,反倒是小穴这边已经开始泛出一些汁水。"
SAY.Flowchart.234.,,"史黛拉的身體操癢難耐,好像身上有東西在爬但苦無解法。","史黛拉的身體操癢難耐,好像身上有東西在爬但苦無解法。","Stella's body was itchy, as if something was crawling on it, but there was no solution.",ステラの体は、何かが体を這っているかのように、耐えられないほどかゆみを感じていましたが、解決策はありませんでした。,"史黛拉的身体操痒难耐,好像身上有东西在爬但苦无解法。"
SAY.Flowchart.235.???,,讓我們一同創造通往天國的道路!,讓我們一同創造通往天國的道路!,Let's create the road to heaven together!,天国への道を一緒に作ろう！,让我们一同创造通往天国的道路!
SAY.Flowchart.236.Stella,,嗚呀!,嗚呀!,Woohoo!,フー！,呜呀!
SAY.Flowchart.237.,,"伴隨著處女膜撕裂的聲音和史黛拉的叫聲,肉棒插入了史黛拉的密穴。","伴隨著處女膜撕裂的聲音和史黛拉的叫聲,肉棒插入了史黛拉的密穴。","With the sound of her hymen tearing and Stella's screams, the rod penetrated Stella's pussy.",子宮口が裂ける音とステラの悲鳴とともに、棒はステラのアソコを貫いた。,"伴随着处女膜撕裂的声音和史黛拉的叫声,肉棒插入了史黛拉的密穴。"
SAY.Flowchart.238.Stella,,嗚呀..!咕嗚...好痛...!,嗚呀..!咕嗚...好痛...!,Ouch...! Ouch...it hurts...!,ああ..！ うっ... 痛い..！,呜呀..!咕呜...好痛...!
SAY.Flowchart.239.???,,"這是妳的身體接受了聖器的表現喔,妳應該感到光榮!","這是妳的身體接受了聖器的表現喔,妳應該感到光榮!",This is a sign that your body has accepted the sacred weapon. You should feel honored!,これはあなたの体が神聖な武器を受け入れたというサインです。あなたは光栄に思うはずです。,"这是妳的身体接受了圣器的表现喔,妳应该感到光荣!"
SAY.Flowchart.240.,,"肉棒在史黛拉體內抽動著,伴隨著疼痛和一絲絲的酥麻感,史黛拉露出了欣慰的笑容。","肉棒在史黛拉體內抽動著,伴隨著疼痛和一絲絲的酥麻感,史黛拉露出了欣慰的笑容。","Stella smiled in relief as the rod pumped inside her, accompanied by pain and a tingling sensation.",ステラの中でチンポがピクピクと動き、痛みと軽いしびれを伴い、ステラは幸せそうな笑みを浮かべた。,"肉棒在史黛拉体内抽动着,伴随着疼痛和一丝丝的酥麻感,史黛拉露出了欣慰的笑容。"
SAY.Flowchart.241.,,"魔法師挺直了腰,在狹窄的陰道了找尋出路。緊緻的肉壁從四面八方扒來,刺激感從小頭一路傳到大腦,讓???不禁有些把持不住。","魔法師挺直了腰,在狹窄的陰道了找尋出路。緊緻的肉壁從四面八方扒來,刺激感從小頭一路傳到大腦,讓???不禁有些把持不住。","The magician straightened his back and looked for a way out of the narrow vagina. The tight flesh walls were pulled out from all directions, and the stimulation spread from the head all the way to the brain, making the magician unable to control himself.",魔法使いは背筋を伸ばし、狭い膣からの出口を探した。強固な肉壁を四方八方から引きか、興奮が頭から脳まで伝わり、魔法使いは握力を失った。,"魔法师挺直了腰,在狭窄的阴道了找寻出路。紧致的肉壁从四面八方扒来,刺激感从小头一路传到大脑,让???不禁有些把持不住。"
SAY.Flowchart.242.,,"在短暫的找回自我後,在短暫的找回自我後,魔法師開始緩慢的動了起來,肉棒在小穴裡進進出出,探尋著史黛拉的敏感帶。\n開始緩慢的動了起來,肉棒在小穴裡進進出出,探尋著史黛拉的敏感帶。","在短暫的找回自我後,在短暫的找回自我後,魔法師開始緩慢的動了起來,肉棒在小穴裡進進出出,探尋著史黛拉的敏感帶。\n開始緩慢的動了起來,肉棒在小穴裡進進出出,探尋著史黛拉的敏感帶。","After a brief period of finding himself, after a brief period of finding himself, the wizard began to move slowly, his rod moving in and out of his pussy, probing Stella's sensitive zones.
Slowly, he began to move his rod in and out of his pussy, exploring Stella's sensitive zones.",「自分自身を見つける短い期間の後、魔法使いはゆっくりと動き始め、彼の棒が彼のアソコに出入りし、ステラの敏感なゾーンを探った。ゆっくりと、彼は動き始めた、彼の棒はステラの敏感なゾーンを探りながら、彼のアソコに出入りした。」,"在短暂的找回自我后,在短暂的找回自我后,魔法师开始缓慢的动了起来,肉棒在小穴里进进出出,探寻着史黛拉的敏感带。 \n开始缓慢的动了起来,肉棒在小穴里进进出出,探寻着史黛拉的敏感带。"
SAY.Flowchart.243.Stella,,咕哦..!,咕哦..!,Goooooo...!,グーッ…！,咕哦..!
SAY.Flowchart.244.,,"終於,從史黛拉發出的聲音不是疼痛的嗚鳴,???規律的搖動著腰部,往敏感的地帶進行深度的衝撞。","終於,從史黛拉發出的聲音不是疼痛的嗚鳴,???規律的搖動著腰部,往敏感的地帶進行深度的衝撞。","Finally, the sound coming from Stella was not a whine of pain. The magician shook his waist regularly and penetrated deeply into the sensitive area.",ついにステラからの声は痛みの呻き声ではなく、魔法使いは規則正しく腰を動かし、敏感な部分に深く深く突っ込んだ。,"终于,从史黛拉发出的声音不是疼痛的呜鸣,???规律的摇动着腰部,往敏感的地带进行深度的冲撞。"
SAY.Flowchart.245.Stella,,嗚哦...!嗚哦....!好厲害!,嗚哦...!嗚哦....!好厲害!,Awww...! A big thank you to ....! Awesome!,うおおお…！うおおお…！すばらしい！,呜哦...!呜哦....!好厉害!
SAY.Flowchart.246.,,"酥酥麻麻的熱感從小腹一路傳上來,隱隱約約,史黛拉在腦海中想像出了那個幸福國度的畫面。","酥酥麻麻的熱感從小腹一路傳上來,隱隱約約,史黛拉在腦海中想像出了那個幸福國度的畫面。","A numb and numb feeling of heat spread all the way up from her lower abdomen, and Stella vaguely imagined the picture of that happy country in her mind.",ヒリヒリするような熱が腹から上へと伝わり、ステラはぼんやりと、あの幸せな土地の絵を心に思い浮かべた。,"酥酥麻麻的热感从小腹一路传上来,隐隐约约,史黛拉在脑海中想像出了那个幸福国度的画面。"
SAY.Flowchart.247.Stella,,呼...哈啊...呼哈....,呼...哈啊...呼哈....,Whew... Haha... huh ....,はぁ…はぁ…はぁ…,呼...哈啊...呼哈....
SAY.Flowchart.248.,,"大力的喘息著,史黛拉沒有想到,通往天國的鏈結是如此的耗神。","大力的喘息著,史黛拉沒有想到,通往天國的鏈結是如此的耗神。","Breathing heavily, Stella hadn't realised that the link to the heavens was so exhausting.",大きく息をついたステラは、天界とのリンクがこれほど疲れるものだとは知らなかった。,"大力的喘息着,史黛拉没有想到,通往天国的链结是如此的耗神。"
SAY.Flowchart.249.,,"突然,史黛拉發現,只要扭動腰肢,酥麻的刺激感就會更甚。像找到訣竅一樣,史黛拉一邊扭動著身體,一邊收縮著腹部的肌肉。","突然,史黛拉發現,只要扭動腰肢,酥麻的刺激感就會更甚。像找到訣竅一樣,史黛拉一邊扭動著身體,一邊收縮著腹部的肌肉。","Suddenly, Stella realised that by twisting her waist, the tingling sensation would intensify. As if she had found the trick, Stella twisted her body and contracted her abdominal muscles at the same time.",突然、ステラは腰をひねればヒリヒリ感が強まることに気づいた。 まるでトリックを見つけたかのように、ステラは体をひねり、同時に腹筋を収縮させた。,"突然,史黛拉发现,只要扭动腰肢,酥麻的刺激感就会更甚。像找到诀窍一样,史黛拉一边扭动着身体,一边收缩着腹部的肌肉。"
